ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
SMc02509	metal ABC transporter substrate-binding protein(SM2011_RS29800)	Sinorhizobium meliloti 2011	GO:0007155~cell adhesion,GO:0030001~metal ion transport,		GO:0046872~metal ion binding,	IPR006127:Periplasmic solute binding protein family,IPR006128:Adhesion lipoprotein,IPR006129:Adhesin B,IPR006311:Twin-arginine translocation pathway, signal sequence,			KW-0813~Transport,		KW-0732~Signal,
SMc03112	methionine synthase(metH)	Sinorhizobium meliloti 2011	GO:0032259~methylation,GO:0042558~pteridine-containing compound metabolic process,		GO:0008270~zinc ion binding,GO:0008705~methionine synthase activity,GO:0031419~cobalamin binding,	IPR000489:Pterin-binding,IPR003726:Homocysteine S-methyltransferase,IPR003759:Cobalamin (vitamin B12)-binding module, cap domain,IPR004223:Vitamin B12-dependent methionine synthase, activation domain,IPR006158:Cobalamin (vitamin B12)-binding domain,IPR011005:Dihydropteroate synthase-like,IPR011822:5-methyltetrahydrofolate--homocysteine methyltransferase,	PIRSF000381:cobalamin-dependent methionine synthase,	SM01018:SM01018,			KW-0677~Repeat,	KW-0170~Cobalt,KW-0846~Cobalamin,KW-0862~Zinc,	KW-0808~Transferase,		BINDING:Methylcob(III)alamin,BINDING:Methylcob(III)alamin; via amide nitrogen,BINDING:S-adenosyl-L-methionine,BINDING:S-adenosyl-L-methionine; via carbonyl oxygen,DOMAIN:AdoMet activation,DOMAIN:B12-binding,DOMAIN:B12-binding N-terminal,DOMAIN:Hcy-binding,DOMAIN:Pterin-binding,METAL:Cobalt (methylcob(III)alamin axial ligand),METAL:Zinc,REGION:Methylcob(III)alamin binding,REGION:S-adenosyl-L-methionine binding,
SMc01192	methionine--tRNA ligase(metG)	Sinorhizobium meliloti 2011	GO:0006431~methionyl-tRNA aminoacylation,	GO:0005737~cytoplasm,	GO:0004825~methionine-tRNA ligase activity,GO:0005524~ATP binding,	IPR001412:Aminoacyl-tRNA synthetase, class I, conserved site,IPR009080:Aminoacyl-tRNA synthetase, class 1a, anticodon-binding,IPR013155:Valyl/Leucyl/Isoleucyl-tRNA synthetase, class I, anticodon-binding,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR014758:Methionyl-tRNA synthetase,IPR015413:Methionyl/Leucyl tRNA synthetase,IPR023457:Methionine-tRNA synthetase, type 2,			KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0030~Aminoacyl-tRNA synthetase,KW-0436~Ligase,		BINDING:ATP,DOMAIN:Anticodon_3,DOMAIN:tRNA-synt_1g,MOTIF:'HIGH' region,MOTIF:'KMSKS' region,
SMc04227	methyl-accepting chemotaxis protein(SM2011_RS24035)	Sinorhizobium meliloti 2011	GO:0006935~chemotaxis,GO:0007165~signal transduction,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004888~transmembrane signaling receptor activity,	IPR003660:HAMP linker domain,IPR004089:Methyl-accepting chemotaxis protein (MCP) signalling domain,IPR004090:Chemotaxis methyl-accepting receptor,		SM00283:MA,SM00304:HAMP,SM01049:SM01049,		KW-0472~Membrane,KW-1003~Cell membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,		KW-0675~Receptor,KW-0807~Transducer,		COMPBIAS:Basic and acidic residues,DOMAIN:HAMP,DOMAIN:Methyl-accepting transducer,REGION:Disordered,TRANSMEM:Helical,
SMc02053	methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO(trmFO)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0030698~5,10-methylenetetrahydrofolate-dependent tRNA (m5U54) methyltransferase activity,GO:0047151~methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity,GO:0050660~flavin adenine dinucleotide binding,	IPR002218:Glucose-inhibited division protein A-related,IPR004417:Folate-dependent ribothymidyl synthase,IPR020595:Glucose-inhibited division protein A-related, conserved site,			KW-0819~tRNA processing,	KW-0963~Cytoplasm,		KW-0274~FAD,KW-0285~Flavoprotein,KW-0520~NAD,KW-0521~NADP,	KW-0489~Methyltransferase,KW-0808~Transferase,		DOMAIN:GIDA,NP_BIND:FAD,
SMc02445	methyltransferase domain-containing protein(SM2011_RS27730)	Sinorhizobium meliloti 2011			GO:0008168~methyltransferase activity,	IPR013216:Methyltransferase type 11,							KW-0489~Methyltransferase,KW-0808~Transferase,		COMPBIAS:Basic and acidic residues,DOMAIN:Methyltransf_11,REGION:Disordered,
SMa0744	molecular chaperone GroEL(groEL)	Sinorhizobium meliloti GR4	GO:0042026~protein refolding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0051082~unfolded protein binding,	IPR001844:Chaperonin Cpn60,IPR002423:Chaperonin Cpn60/TCP-1,IPR018370:Chaperonin Cpn60, conserved site,IPR027409:GroEL-like apical domain,IPR027410:TCP-1-like chaperonin intermediate domain,IPR027413:GroEL-like equatorial domain,			KW-0346~Stress response,	KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,KW-0413~Isomerase,		BINDING:ATP,BINDING:ATP; via amide nitrogen,NP_BIND:ATP,
SM_b21183	molecular chaperone HtpG(htpG)	Sinorhizobium meliloti 2011	GO:0006457~protein folding,	GO:0005737~cytoplasm,	GO:0005524~ATP binding,GO:0051082~unfolded protein binding,	IPR001404:Heat shock protein Hsp90,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR020575:Heat shock protein Hsp90, N-terminal,	PIRSF002583:heat shock protein, HSP90/HTPG types,	SM00387:HATPase_c,	KW-0346~Stress response,	KW-0963~Cytoplasm,		KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0143~Chaperone,		REGION:A; substrate-binding,REGION:B,REGION:C,
SMc03181	monovalent cation/H+ antiporter subunit D(SM2011_RS29195)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015386~potassium:proton antiporter activity,GO:0016491~oxidoreductase activity,	IPR001750:NADH:ubiquinone/plastoquinone oxidoreductase,IPR004775:MnhD,			KW-0050~Antiport,KW-0375~Hydrogen ion transport,KW-0406~Ion transport,KW-0633~Potassium transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0630~Potassium,	KW-0560~Oxidoreductase,		DOMAIN:Proton_antipo_M,TRANSMEM:Helical,
SMc00898	monovalent cation:proton antiporter-2 (CPA2) family protein(SM2011_RS18420)	Sinorhizobium meliloti 2011	GO:0006813~potassium ion transport,	GO:0016021~integral component of membrane,	GO:0015299~solute:proton antiporter activity,	IPR003148:Regulator of K+ conductance, N-terminal,IPR004771:K+/H+ exchanger,IPR006153:Cation/H+ exchanger,			KW-0406~Ion transport,KW-0813~Transport,	KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,				COMPBIAS:Basic and acidic residues,DOMAIN:RCK N-terminal,REGION:Disordered,TRANSMEM:Helical,
SMc00150	murein L,D-transpeptidase(SM2011_RS23845)	Sinorhizobium meliloti 2011	GO:0009252~peptidoglycan biosynthetic process,		GO:0016740~transferase activity,	IPR005490:L,D-transpeptidase catalytic domain,					KW-0732~Signal,		KW-0808~Transferase,		DOMAIN:Scaffold,DOMAIN:YkuD,
SM_b20997	nitrate reductase(SM2011_RS12175)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR009915:NnrU,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:NnrU,TRANSMEM:Helical,
SMc02124	nitrite/sulfite reductase(SM2011_RS21825)	Sinorhizobium meliloti 2011			GO:0004783~sulfite reductase (NADPH) activity,GO:0020037~heme binding,GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR005117:Nitrite/Sulfite reductase ferredoxin-like domain,IPR006067:Nitrite/sulphite reductase 4Fe-4S domain,						KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,	KW-0560~Oxidoreductase,		DOMAIN:NIR_SIR,DOMAIN:NIR_SIR_ferr,
SMa0814	nitrogenase cofactor biosynthesis protein NifB(nifB)	Sinorhizobium meliloti 2011	GO:0009399~nitrogen fixation,		GO:0003824~catalytic activity,GO:0016829~lyase activity,GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR000385:MoaA/nifB/pqqE, iron-sulphur binding, conserved site,IPR003731:Dinitrogenase iron-molybdenum cofactor biosynthesis,IPR005980:Nitrogenase cofactor biosynthesis protein NifB,IPR007197:Radical SAM,IPR013785:Aldolase-type TIM barrel,			KW-0535~Nitrogen fixation,			KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0949~S-adenosyl-L-methionine,	KW-0456~Lyase,		BINDING:S-adenosyl-L-methionine,BINDING:S-adenosyl-L-methionine; via carbonyl oxygen,DOMAIN:Radical SAM core,METAL:Iron-sulfur (4Fe-4S) 1; 4Fe-4S-S-AdoMet,METAL:Iron-sulfur (4Fe-4S) 2,
SMc02150	nitronate monooxygenase family protein(SM2011_RS16875)	Sinorhizobium meliloti 2011			GO:0018580~nitronate monooxygenase activity,GO:0051213~dioxygenase activity,	IPR004136:2-nitropropane dioxygenase, NPD,IPR013785:Aldolase-type TIM barrel,							KW-0223~Dioxygenase,KW-0503~Monooxygenase,KW-0560~Oxidoreductase,		DOMAIN:NMO,
SMc01012	nitroreductase(SM2011_RS21605)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR000415:Nitroreductase-like,IPR026021:Putative NAD(P)H nitroreductase YdjA-like,	PIRSF000232:putative nad(p)h nitroreductase ydja,					KW-0285~Flavoprotein,KW-0288~FMN,KW-0520~NAD,KW-0521~NADP,	KW-0560~Oxidoreductase,		BINDING:FMN; shared with dimeric partner,DOMAIN:Nitroreductase,NP_BIND:FMN,
SM_b21494	ornithine cyclodeaminase(SM2011_RS13095)	Sinorhizobium meliloti 2011			GO:0008473~ornithine cyclodeaminase activity,	IPR003462:Ornithine cyclodeaminase/mu-crystallin,IPR023401:Ornithine cyclodeaminase, N-terminal,							KW-0456~Lyase,
SMc02082	outer membrane channel protein TolC(tolC)	Sinorhizobium meliloti 2011		GO:0019867~outer membrane,	GO:0015562~efflux transmembrane transporter activity,	IPR003423:Outer membrane efflux protein,IPR010130:Type I secretion outer membrane protein, TolC,			KW-0813~Transport,		KW-0175~Coiled coil,KW-0732~Signal,
SMc02094	outer membrane protein assembly factor BamA(bamA)	Sinorhizobium meliloti 2011	GO:0043165~Gram-negative-bacterium-type cell outer membrane assembly,GO:0051205~protein insertion into membrane,	GO:0009279~cell outer membrane,GO:0016021~integral component of membrane,		IPR000184:Bacterial surface antigen (D15),IPR010827:Surface antigen variable number,IPR023707:Outer membrane protein assembly factor BamA,	PIRSF006076:outer membrane assembly protein, OMP85 type,			KW-0472~Membrane,KW-0998~Cell outer membrane,	KW-0677~Repeat,KW-0732~Signal,				DOMAIN:POTRA,
SMc02687	oxaloacetate decarboxylase(SM2011_RS26335)	Sinorhizobium meliloti 2011			GO:0003824~catalytic activity,	IPR015813:Pyruvate/Phosphoenolpyruvate kinase-like domain,						KW-0670~Pyruvate,	KW-0456~Lyase,
SMa1216	peptidase S41(C770_RS22495)	Sinorhizobium meliloti GR4		GO:0016021~integral component of membrane,	GO:0009055~electron carrier activity,GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR003468:Cytochrome c oxidase, monohaem subunit/FixO,IPR009056:Cytochrome c domain,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0349~Heme,KW-0408~Iron,	KW-0560~Oxidoreductase,		DOMAIN:Cytochrome c,TRANSMEM:Helical,
SM_b21042	peptidase T(pepT)	Sinorhizobium meliloti 2011	GO:0006518~peptide metabolic process,		GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0045148~tripeptide aminopeptidase activity,	IPR001261:ArgE/DapE/ACY1/CPG2/YscS, conserved site,IPR002933:Peptidase M20,IPR010161:Peptidase M20B, tripeptide aminopeptidase,IPR011650:Peptidase M20, dimerisation domain,	PIRSF037215:peptidase T,					KW-0479~Metal-binding,KW-0862~Zinc,	KW-0378~Hydrolase,KW-0482~Metalloprotease,KW-0645~Protease,		ACT_SITE:Proton acceptor,METAL:Zinc 1,METAL:Zinc 2,
SM_b21196	peptide ABC transporter substrate-binding protein(SM2011_RS10920)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000914:Bacterial extracellular solute-binding protein, family 5,	PIRSF002741:peptide binding protein, MppA type,			KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:SBP_bac_5,
SMc02467	peptide-methionine (S)-S-oxide reductase MsrA(msrA)	Sinorhizobium meliloti 2011	GO:0006464~cellular protein modification process,		GO:0008113~peptide-methionine (S)-S-oxide reductase activity,GO:0033744~L-methionine:thioredoxin-disulfide S-oxidoreductase activity,	IPR002569:Peptide methionine sulphoxide reductase MsrA,					KW-0732~Signal,		KW-0560~Oxidoreductase,		DOMAIN:PMSR,
SMc00060	peptidoglycan-binding protein(SM2011_RS19420)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR002477:Peptidoglycan binding-like,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:PG_binding_1,REGION:Disordered,TRANSMEM:Helical,
SM_b21640	phenylacetate-CoA oxygenase subunit PaaA(C770_RS26070)	Sinorhizobium meliloti GR4	GO:0010124~phenylacetate catabolic process,		GO:0097266~phenylacetyl-CoA 1,2-epoxidase activity,	IPR007814:Phenylacetic acid catabolic,IPR009078:Ferritin-like superfamily,IPR011881:Phenylacetate-CoA oxygenase, PaaG subunit,IPR012347:Ferritin-related,							KW-0560~Oxidoreductase,		REGION:Disordered,
SM_b21639	phenylacetate-CoA oxygenase subunit PaaB(paaB)	Sinorhizobium meliloti GR4			GO:0097266~phenylacetyl-CoA 1,2-epoxidase activity,	IPR009359:Phenylacetic acid degradation B,	PIRSF030200:phenylacetic acid degradation protein, PaaB type,						KW-0560~Oxidoreductase,
SM_b21638	phenylacetate-CoA oxygenase subunit PaaC(paaC)	Sinorhizobium meliloti 2011	GO:0010124~phenylacetate catabolic process,			IPR007814:Phenylacetic acid catabolic,IPR009078:Ferritin-like superfamily,IPR011882:Phenylacetate-CoA oxygenase, PaaI subunit,IPR012347:Ferritin-related,	PIRSF037834:phenylacetic acid degradation protein, PaaC type,
SMc04406	phosphatase PAP2 family protein(SM2011_RS31265)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR000326:Phosphatidic acid phosphatase type 2/haloperoxidase,		SM00014:acidPPc,		KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:acidPPc,TRANSMEM:Helical,
SM_b20615	phosphomethylpyrimidine synthase ThiC(thiC)	Sinorhizobium meliloti 2011	GO:0009228~thiamine biosynthetic process,GO:0009229~thiamine diphosphate biosynthetic process,		GO:0008270~zinc ion binding,GO:0016830~carbon-carbon lyase activity,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR002817:Thiamine biosynthesis protein ThiC,IPR025747:ThiC-associated domain,			KW-0784~Thiamine biosynthesis,			KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,KW-0862~Zinc,KW-0949~S-adenosyl-L-methionine,	KW-0456~Lyase,		BINDING:Substrate,DOMAIN:ThiC-associated,METAL:Iron-sulfur (4Fe-4S-S-AdoMet),METAL:Zinc,REGION:Substrate binding,
SM_b20758	phosphonate metabolism transcriptional regulator PhnF(phnF)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000524:Transcription regulator HTH, GntR,IPR011663:UbiC transcription regulator-associated,IPR012702:Phosphonate C-P lyase system, transcriptional regulator PhnF,		SM00345:HTH_GNTR,SM00866:SM00866,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DNA_BIND:H-T-H motif,DOMAIN:HTH gntR-type,
SMc00493	phosphoribosylformylglycinamidine synthase subunit PurQ(purQ)	Sinorhizobium meliloti 2011	GO:0006189~'de novo' IMP biosynthetic process,GO:0006541~glutamine metabolic process,	GO:0005737~cytoplasm,	GO:0004359~glutaminase activity,GO:0004642~phosphoribosylformylglycinamidine synthase activity,GO:0005524~ATP binding,	IPR010075:Phosphoribosylformylglycinamidine synthase I,	PIRSF001586:phosphoribosylformylglycinamidine synthase I,		KW-0658~Purine biosynthesis,	KW-0963~Cytoplasm,	KW-0315~Glutamine amidotransferase,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0378~Hydrolase,KW-0436~Ligase,		ACT_SITE:Nucleophile,DOMAIN:Glutamine amidotransferase type-1,
SMc00158	pilus assembly protein TadG-related protein(SM2011_RS23805)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR018705:Domain of unknown function DUF2134, membrane,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:Tad_C,TRANSMEM:Helical,
SMc04280	pilus assembly protein(SM2011_RS24790)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR011050:Pectin lyase fold/virulence factor,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:Tad,TRANSMEM:Helical,
SMc00604	porin family protein(SM2011_RS20290)	Sinorhizobium meliloti 2011				IPR011250:Outer membrane protein/outer membrane enzyme PagP , beta-barrel,IPR027385:Outer membrane protein beta-barrel,					KW-0732~Signal,				DOMAIN:OMP_b-brl,
SMa2331	potassium-transporting ATPase subunit KdpB(kdpB)	Sinorhizobium meliloti 2011		GO:0005887~integral component of plasma membrane,	GO:0000287~magnesium ion binding,GO:0005524~ATP binding,GO:0008556~potassium-transporting ATPase activity,	IPR001757:Cation-transporting P-type ATPase,IPR006391:Potassium-transporting P-type ATPase, B chain, subfamily IA,IPR008250:P-type ATPase, A  domain,IPR018303:P-type ATPase, phosphorylation site,IPR023298:P-type ATPase,  transmembrane domain,IPR023299:P-type ATPase, cytoplasmic domain N,			KW-0406~Ion transport,KW-0633~Potassium transport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0067~ATP-binding,KW-0460~Magnesium,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0630~Potassium,	KW-1278~Translocase,	KW-0597~Phosphoprotein,	ACT_SITE:4-aspartylphosphate intermediate,BINDING:ATP,METAL:Magnesium,NP_BIND:ATP,TRANSMEM:Helical,
SMc01024	preprotein translocase subunit SecG(secG)	Sinorhizobium meliloti 2011	GO:0009306~protein secretion,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015450~P-P-bond-hydrolysis-driven protein transmembrane transporter activity,	IPR004692:Preprotein translocase SecG subunit,			KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,					REGION:Disordered,TRANSMEM:Helical,
SMc03939	proton-translocating transhydrogenase family protein(SM2011_RS28940)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0016491~oxidoreductase activity,	IPR024605:NAD(P) transhydrogenase, alpha subunit, C-terminal,				KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,	KW-0520~NAD,KW-0521~NADP,	KW-0560~Oxidoreductase,KW-1278~Translocase,		DOMAIN:PNTB_4TM,TRANSMEM:Helical,
SMc03980	putative glycolipid-binding domain-containing protein(SM2011_RS28460)	Sinorhizobium meliloti 2011				IPR009467:Putative glycolipid-binding protein,
SMc00051	putative monovalent cation/H+ antiporter subunit A(SM2011_RS19365)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0016491~oxidoreductase activity,	IPR001516:NADH:ubiquinone oxidoreductase, chain 5/L, N-terminal,IPR001750:NADH:ubiquinone/plastoquinone oxidoreductase,IPR025383:Domain of unknown function DUF4040,				KW-0472~Membrane,KW-1003~Cell membrane,			KW-0560~Oxidoreductase,		DOMAIN:DUF4040,DOMAIN:Proton_antipo_M,DOMAIN:Proton_antipo_N,TRANSMEM:Helical,
SMa1223	pyridoxamine 5'-phosphate oxidase family protein(SM2011_RS03330)	Sinorhizobium meliloti 2011	GO:0009399~nitrogen fixation,			IPR012349:FMN-binding split barrel,IPR024747:Pyridoxamine 5'-phosphate oxidase-related,			KW-0535~Nitrogen fixation,
SMc00148	pyridoxamine 5'-phosphate oxidase family protein(SM2011_RS23855)	Sinorhizobium meliloti 2011				IPR011576:Pyridoxamine 5'-phosphate oxidase-like, FMN-binding domain,IPR012349:FMN-binding split barrel,IPR024029:Pyridoxamine 5-phosphate oxidase, FMN-dependent,									DOMAIN:Putative_PNPOx,
SM_b20206	pyrroloquinoline-quinone synthase PqqC(pqqC)	Sinorhizobium meliloti 2011	GO:0018189~pyrroloquinoline quinone biosynthetic process,		GO:0033732~pyrroloquinoline-quinone synthase activity,	IPR004305:Thiaminase-2/PQQ biosynthesis protein C,IPR011845:Coenzyme PQQ biosynthesis protein C,IPR016084:Haem oxygenase-like, multi-helical,			KW-0884~PQQ biosynthesis,				KW-0560~Oxidoreductase,		DOMAIN:TENA_THI-4,
SMc01030	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha(pdhA)	Sinorhizobium meliloti 2011	GO:0006086~acetyl-CoA biosynthetic process from pyruvate,GO:0006096~glycolytic process,	GO:0043231~intracellular membrane-bounded organelle,	GO:0004739~pyruvate dehydrogenase (acetyl-transferring) activity,	IPR001017:Dehydrogenase, E1 component,IPR017597:Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y,			KW-0324~Glycolysis,			KW-0670~Pyruvate,KW-0786~Thiamine pyrophosphate,	KW-0560~Oxidoreductase,		DOMAIN:E1_dh,REGION:Disordered,
SMc01032	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase(SM2011_RS21705)	Sinorhizobium meliloti 2011	GO:0006090~pyruvate metabolic process,GO:0006096~glycolytic process,	GO:0045254~pyruvate dehydrogenase complex,	GO:0004742~dihydrolipoyllysine-residue acetyltransferase activity,	IPR000089:Biotin/lipoyl attachment,IPR001078:2-oxoacid dehydrogenase acyltransferase, catalytic domain,IPR003016:2-oxo acid dehydrogenase, lipoyl-binding site,IPR004167:E3 binding,IPR006257:Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,IPR011053:Single hybrid motif,IPR023213:Chloramphenicol acetyltransferase-like domain,			KW-0324~Glycolysis,		KW-0450~Lipoyl,	KW-0670~Pyruvate,	KW-0012~Acyltransferase,KW-0808~Transferase,		DOMAIN:Lipoyl-binding,DOMAIN:Peripheral subunit-binding (PSBD),REGION:Disordered,
SMc02601	quinolinate synthase NadA(nadA)	Sinorhizobium meliloti 2011	GO:0009435~NAD biosynthetic process,	GO:0005737~cytoplasm,	GO:0008987~quinolinate synthetase A activity,GO:0046872~metal ion binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR003473:Quinolinate synthetase A,IPR023066:Quinolinate synthase A, type 2,			KW-0662~Pyridine nucleotide biosynthesis,	KW-0963~Cytoplasm,		KW-0004~4Fe-4S,KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,	KW-0808~Transferase,		BINDING:Iminoaspartate,BINDING:Iminoaspartate; via amide nitrogen,METAL:Iron-sulfur (4Fe-4S),REGION:Iminoaspartate binding,
SMa1179	regulatory protein NosR(SM2011_RS03215)	Sinorhizobium meliloti 2011	GO:0045893~positive regulation of transcription, DNA-templated,	GO:0016021~integral component of membrane,	GO:0003677~DNA binding,GO:0010181~FMN binding,	IPR007329:FMN-binding,IPR011399:Nitrous oxide reductase expression regulator NosR,IPR017896:4Fe-4S ferredoxin-type, iron-sulpur binding domain,	PIRSF036354:nitrous oxide reductase expression regulator NosR,	SM00900:SM00900,		KW-0472~Membrane,	KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:FMN_bind,REGION:Disordered,TRANSMEM:Helical,
SMa2391	replication initiation protein RepC(SM2011_RS06570)	Sinorhizobium meliloti 2011				IPR005090:Replication protein C,IPR021760:Replication protein-C C-terminal,					KW-0175~Coiled coil,				COMPBIAS:Basic and acidic residues,DOMAIN:RP-C_C,REGION:Disordered,
SM_b20044	replication initiation protein RepC(SM2011_RS06815)	Sinorhizobium meliloti 2011				IPR005090:Replication protein C,IPR021760:Replication protein-C C-terminal,					KW-0175~Coiled coil,				COMPBIAS:Polar residues,DOMAIN:RP-C_C,REGION:Disordered,
SMc01279	replication-associated recombination protein A(SM2011_RS21385)	Sinorhizobium meliloti 2011	GO:0006260~DNA replication,		GO:0003677~DNA binding,GO:0005524~ATP binding,	IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR008921:DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal,IPR021886:MgsA AAA+ ATPase C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,			DOMAIN:AAA,
SMc01371	response regulator(SM2011_RS20910)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,GO:0051301~cell division,			IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,		SM00448:REC,	KW-0131~Cell cycle,KW-0132~Cell division,					KW-0597~Phosphoprotein,	DOMAIN:Response regulatory,
SMc04170	response regulator(SM2011_RS24545)	Sinorhizobium meliloti 2011	GO:0000160~phosphorelay signal transduction system,			IPR001789:Signal transduction response regulator, receiver domain,IPR011006:CheY-like superfamily,		SM00448:REC,						KW-0597~Phosphoprotein,	DOMAIN:Response regulatory,
SMc00867	ribonuclease HII(SM2011_RS18590)	Sinorhizobium meliloti 2011	GO:0006401~RNA catabolic process,	GO:0005737~cytoplasm,	GO:0003723~RNA binding,GO:0004523~RNA-DNA hybrid ribonuclease activity,GO:0030145~manganese ion binding,	IPR001352:Ribonuclease HII/HIII,IPR012337:Ribonuclease H-like domain,IPR022898:Ribonuclease HII,IPR024567:Ribonuclease HII/HIII domain,				KW-0963~Cytoplasm,		KW-0464~Manganese,KW-0479~Metal-binding,	KW-0255~Endonuclease,KW-0378~Hydrolase,KW-0540~Nuclease,		DOMAIN:RNase H type-2,DOMAIN:RNase_HII,METAL:Divalent metal cation,
SMc02098	ribosome recycling factor(frr)	Sinorhizobium meliloti 2011	GO:0006415~translational termination,	GO:0005737~cytoplasm,		IPR002661:Ribosome recycling factor,IPR023584:Ribosome recycling factor domain,			KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,					DOMAIN:RRF,REGION:Disordered,
