ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE							
SinmeB_2217	DUF2333 family protein(SM2011_RS26540)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR016936:Uncharacterised conserved protein UCP029693,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				REGION:Disordered,TRANSMEM:Helical,							
SinmeB_1100	DUF2849 domain-containing protein(SM2011_RS21820)	Sinorhizobium meliloti 2011				IPR021270:Protein of unknown function DUF2849,									REGION:Disordered,							
SinmeB_3759	DUF2934 domain-containing protein(SM2011_RS11140)	Sinorhizobium meliloti 2011				IPR021327:Protein of unknown function DUF2934,									REGION:Disordered,							
SinmeB_0212	DUF2948 family protein(SM2011_RS17410)	Sinorhizobium meliloti 2011				IPR021335:Protein of unknown function DUF2948,																
SinmeB_0398	DUF305 domain-containing protein(SM2011_RS18315)	Sinorhizobium meliloti 2011				IPR005183:Domain of unknown function DUF305,IPR012347:Ferritin-related,					KW-0732~Signal,				DOMAIN:DUF305,REGION:Disordered,							
SinmeB_3208	DUF3445 domain-containing protein(SM2011_RS14850)	Sinorhizobium meliloti 2011				IPR021848:Protein of unknown function DUF3445,																
SinmeB_0690	DUF3563 family protein(SM2011_RS33530)	Sinorhizobium meliloti 2011				IPR021946:Protein of unknown function DUF3563,																
SinmeB_4441	DUF3618 domain-containing protein(SM2011_RS07685)	Sinorhizobium meliloti 2011				IPR022062:Protein of unknown function DUF3618,					KW-0175~Coiled coil,											
SinmeB_4957	DUF4168 domain-containing protein(SM2011_RS12840)	Sinorhizobium meliloti 2011				IPR025433:Domain of unknown function DUF4168,					KW-0732~Signal,				COMPBIAS:Polar residues,DOMAIN:DUF4168,REGION:Disordered,							
SinmeB_1459	DUF4440 domain-containing protein(SM2011_RS23070)	Sinorhizobium meliloti 2011									KW-0732~Signal,				DOMAIN:DUF4440,							
SinmeB_0934	DUF6105 family protein(SM2011_RS20980)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				REGION:Disordered,TRANSMEM:Helical,							
SinmeB_2177	DUF779 domain-containing protein(SM2011_RS26340)	Sinorhizobium meliloti 2011				IPR008497:Protein of unknown function DUF779,	PIRSF009151:uncharacterized conserved protein,															
SinmeB_2258	DUF883 family protein(SM2011_RS26750)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				COMPBIAS:Polar residues,DOMAIN:DUF883_C,REGION:Disordered,TRANSMEM:Helical,							
SinmeB_1562	DUF922 domain-containing Zn-dependent protease(SM2011_RS23620)	Sinorhizobium meliloti 2011				IPR010321:Protein of unknown function DUF922,	PIRSF010521:secreted Zn-dependent protease, SMc00194 type,															
SinmeB_4920	DUF982 domain-containing protein(SM2011_RS13020)	Sinorhizobium meliloti 2011				IPR010385:Protein of unknown function DUF982,																
SinmeB_1012	DegQ family serine endoprotease(SM2011_RS21380)	Sinorhizobium meliloti 2011		GO:0042597~periplasmic space,	GO:0004252~serine-type endopeptidase activity,GO:0008233~peptidase activity,	IPR001478:PDZ domain,IPR001940:Peptidase S1C,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR011782:Peptidase S1C, Do,		SM00228:PDZ,	KW-0346~Stress response,		KW-0677~Repeat,KW-0732~Signal,		KW-0378~Hydrolase,KW-0645~Protease,KW-0720~Serine protease,		DOMAIN:PDZ,							
SinmeB_0642	Do family serine endopeptidase(SM2011_RS19525)	Sinorhizobium meliloti 2011		GO:0042597~periplasmic space,	GO:0004252~serine-type endopeptidase activity,	IPR001478:PDZ domain,IPR001940:Peptidase S1C,IPR009003:Trypsin-like cysteine/serine peptidase domain,IPR011782:Peptidase S1C, Do,		SM00228:PDZ,	KW-0346~Stress response,		KW-0677~Repeat,KW-0732~Signal,		KW-0378~Hydrolase,KW-0645~Protease,KW-0720~Serine protease,		COMPBIAS:Basic and acidic residues,DOMAIN:PDZ,REGION:Disordered,							
SinmeB_4728	DoxX family protein(SM2011_RS13995)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,							
SinmeB_0108	DoxX family protein(SM2011_RS16715)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,							
SinmeB_1388	DsbA family protein(SM2011_RS22740)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,GO:0016853~isomerase activity,	IPR001853:DSBA-like thioredoxin domain,							KW-0413~Isomerase,		DOMAIN:DSBA,							
SinmeB_5473	EAL domain-containing protein(SM2011_RS00375)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR000160:GGDEF domain,IPR001633:Diguanylate phosphodiesterase, EAL domain,IPR007892:CHASE4,		SM00052:DUF2,SM00267:DUF1,		KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:EAL,DOMAIN:GGDEF,TRANSMEM:Helical,							
SinmeB_0741	EamA family transporter RarD(rarD)	Sinorhizobium meliloti 2011		GO:0005887~integral component of plasma membrane,		IPR000620:Drug/metabolite transporter,IPR004626:RarD protein,			KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				DOMAIN:EamA,TRANSMEM:Helical,							
SinmeB_0448	F0F1 ATP synthase subunit C(SM2011_RS18575)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0045263~proton-transporting ATP synthase complex, coupling factor F(o),	GO:0008289~lipid binding,GO:0016787~hydrolase activity,GO:0046933~proton-transporting ATP synthase activity, rotational mechanism,	IPR000454:ATPase, F0 complex, subunit C,IPR002379:V-ATPase proteolipid subunit C-like domain,			KW-0066~ATP synthesis,KW-0813~Transport,	KW-0138~CF(0),KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,			KW-0378~Hydrolase,		DOMAIN:ATP-synt_C,SITE:Reversibly protonated during proton transport,TRANSMEM:Helical,							
SinmeB_2864	F0F1 ATP synthase subunit delta(SM2011_RS29855)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0045261~proton-transporting ATP synthase complex, catalytic core F(1),	GO:0016787~hydrolase activity,GO:0046933~proton-transporting ATP synthase activity, rotational mechanism,	IPR000711:ATPase, F1 complex, OSCP/delta subunit,IPR020781:ATPase, F1 complex, OSCP/delta subunit, conserved site,IPR026015:F1F0 ATP synthase OSCP/delta subunit, N-terminal domain,			KW-0066~ATP synthesis,KW-0375~Hydrogen ion transport,KW-0406~Ion transport,KW-0813~Transport,	KW-0139~CF(1),KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,			KW-0378~Hydrolase,									
SinmeB_2860	F0F1 ATP synthase subunit epsilon(SM2011_RS29835)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0045261~proton-transporting ATP synthase complex, catalytic core F(1),	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0046933~proton-transporting ATP synthase activity, rotational mechanism,	IPR001469:ATPase, F1 complex, delta/epsilon subunit,IPR020546:ATPase, F1 complex, delta/epsilon subunit, N-terminal,			KW-0066~ATP synthesis,KW-0375~Hydrogen ion transport,KW-0406~Ion transport,KW-0813~Transport,	KW-0139~CF(1),KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,			KW-0378~Hydrolase,		DOMAIN:ATP-synt_DE_N,							
SinmeB_6271	FAD-binding oxidoreductase(SM2011_RS03820)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR006076:FAD dependent oxidoreductase,							KW-0560~Oxidoreductase,		DOMAIN:DAO,							
SinmeB_0352	FAD-binding oxidoreductase(SM2011_RS18090)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR006076:FAD dependent oxidoreductase,							KW-0560~Oxidoreductase,		DOMAIN:DAO,							
SinmeB_2033	FAD-binding oxidoreductase(SM2011_RS25630)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR006076:FAD dependent oxidoreductase,							KW-0560~Oxidoreductase,		DOMAIN:DAO,							
SinmeB_1960	FAD-binding protein(SM2011_RS25265)	Sinorhizobium meliloti 2011			GO:0004458~D-lactate dehydrogenase (cytochrome) activity,GO:0016491~oxidoreductase activity,GO:0071949~FAD binding,	IPR004113:FAD-linked oxidase, C-terminal,IPR006094:FAD linked oxidase, N-terminal,IPR016164:FAD-linked oxidase-like, C-terminal,IPR016166:FAD-binding, type 2,IPR016169:CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2,IPR016171:Vanillyl-alcohol oxidase, C-terminal subdomain 2,							KW-0560~Oxidoreductase,		DOMAIN:FAD-binding PCMH-type,							
SinmeB_2406	FAD-binding protein(SM2011_RS27475)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR003953:FAD binding domain,IPR011280:Succinate dehydrogenase/fumarate reductase, flavoprotein subunit, low-GC Gram-positive bacteria,IPR015939:Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal,						KW-0285~Flavoprotein,	KW-0560~Oxidoreductase,		DOMAIN:FAD_binding_2,DOMAIN:Succ_DH_flav_C,							
SinmeB_6269	FAD-dependent oxidoreductase(SM2011_RS03810)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR017224:Opine oxidase, subunit A/hydrogen cyanide synthase, subunit B,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,	PIRSF037495:opine oxidase, subunit A/hydrogen cyanide synthase, subunit B,								DOMAIN:Pyr_redox_2,							
SinmeB_0404	FAD-dependent oxidoreductase(SM2011_RS18345)	Sinorhizobium meliloti 2011			GO:0008860~ferredoxin-NAD+ reductase activity,GO:0016491~oxidoreductase activity,GO:0050660~flavin adenine dinucleotide binding,	IPR016156:FAD/NAD-linked reductase, dimerisation,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,							KW-0560~Oxidoreductase,		DOMAIN:Pyr_redox_2,DOMAIN:Reductase_C,							
SinmeB_2433	FAD-dependent oxidoreductase(SM2011_RS27610)	Sinorhizobium meliloti 2011		GO:0016020~membrane,	GO:0016491~oxidoreductase activity,GO:0046872~metal ion binding,GO:0051537~2 iron, 2 sulfur cluster binding,	IPR005805:Rieske iron-sulphur protein, C-terminal,IPR006076:FAD dependent oxidoreductase,IPR017941:Rieske [2Fe-2S] iron-sulphur domain,						KW-0408~Iron,KW-0411~Iron-sulfur,KW-0479~Metal-binding,	KW-0560~Oxidoreductase,		DOMAIN:Rieske,							
SinmeB_3557	FAD/NAD(P)-binding domain-containing protein(SM2011_RS12150)	Sinorhizobium meliloti 2011													DOMAIN:NAD_binding_9,							
SinmeB_4500	FIST signal transduction protein(SM2011_RS07395)	Sinorhizobium meliloti 2011				IPR013702:FIST domain, N-terminal,IPR019494:FIST C domain,		SM00897:SM00897,SM01204:SM01204,			KW-0175~Coiled coil,				DOMAIN:FIST,DOMAIN:FIST_C,							
SinmeB_4750	FMN reductase(C770_RS26445)	Sinorhizobium meliloti GR4			GO:0016491~oxidoreductase activity,	IPR005025:NADPH-dependent FMN reductase,IPR019912:FMN reductase, MsuE-like,							KW-0560~Oxidoreductase,		DOMAIN:FMN_red,							
SinmeB_4750	FMN reductase(msuE)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,	IPR005025:NADPH-dependent FMN reductase,IPR019912:FMN reductase, MsuE-like,							KW-0560~Oxidoreductase,		DOMAIN:FMN_red,							
SinmeB_6301	FadR family transcriptional regulator(SM2011_RS03970)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000524:Transcription regulator HTH, GntR,IPR008920:Fatty acid responsive transcription factor FadR, C-terminal,IPR011711:GntR, C-terminal,		SM00345:HTH_GNTR,SM00895:SM00895,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DOMAIN:HTH gntR-type,							
SinmeB_0337	Fe(3+) ABC transporter substrate-binding protein(SM2011_RS18020)	Sinorhizobium meliloti 2011			GO:0046872~metal ion binding,	IPR026045:Ferric binding protein,	PIRSF002825:ferric binding protein,				KW-0732~Signal,	KW-0408~Iron,KW-0479~Metal-binding,			METAL:Iron,							
SinmeB_1483	Fe-S cluster assembly ATPase SufC(sufC)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR010230:FeS cluster assembly SUF system, ATPase SufC,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,							DOMAIN:ABC transporter,NP_BIND:ATP,							
SinmeB_1484	Fe-S cluster assembly protein SufB(sufB)	Sinorhizobium meliloti 2011	GO:0016226~iron-sulfur cluster assembly,			IPR000825:SUF system FeS cluster assembly, SufBD,IPR010231:SUF system FeS cluster assembly, SufB,									DOMAIN:SufBD_N,							
SinmeB_1482	Fe-S cluster assembly protein SufD(sufD)	Sinorhizobium meliloti 2011	GO:0016226~iron-sulfur cluster assembly,			IPR000825:SUF system FeS cluster assembly, SufBD,IPR011542:SUF system FeS cluster assembly, SufD,					KW-0175~Coiled coil,											
SinmeB_1479	Fe-S cluster assembly scaffold SufA(sufA)	Sinorhizobium meliloti 2011	GO:0016226~iron-sulfur cluster assembly,		GO:0051536~iron-sulfur cluster binding,	IPR000361:FeS cluster biogenesis,IPR011298:SUF system FeS cluster assembly, SufA scaffold,IPR016092:FeS cluster insertion protein,									DOMAIN:Fe-S_biosyn,							
SinmeB_0105	FecR domain-containing protein(SM2011_RS16700)	Sinorhizobium meliloti 2011				IPR006311:Twin-arginine translocation pathway, signal sequence,IPR006860:FecR protein,									DOMAIN:FecR,							
SinmeB_1851	FecR family protein(SM2011_RS24720)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR006860:FecR protein,IPR012373:Fe(2+)-dicitrate sensor, transmembrane component,	PIRSF018266:Fe(2+)-dicitrate sensor, transmembrane component,			KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:DUF4880,DOMAIN:FecR,TRANSMEM:Helical,							
SinmeB_3247	Flp pilus assembly protein CpaB(cpaB)	Sinorhizobium meliloti 2011				IPR013974:SAF domain,IPR017592:Pilus assembly, Flp-type CpaB,		SM00858:SM00858,							DOMAIN:SAF,							
SinmeB_3456	GFA family protein(SM2011_RS16095)	Sinorhizobium meliloti 2011			GO:0016846~carbon-sulfur lyase activity,GO:0046872~metal ion binding,	IPR006913:Glutathione-dependent formaldehyde-activating enzyme/centromere protein V,IPR011057:Mss4-like,						KW-0479~Metal-binding,			DOMAIN:CENP-V/GFA,							
SinmeB_1602	GFA family protein(SM2011_RS23815)	Sinorhizobium meliloti 2011			GO:0016846~carbon-sulfur lyase activity,GO:0046872~metal ion binding,	IPR006913:Glutathione-dependent formaldehyde-activating enzyme/centromere protein V,IPR011057:Mss4-like,						KW-0479~Metal-binding,			DOMAIN:CENP-V/GFA,							
SinmeB_0026	GNAT family N-acetyltransferase(SM2011_RS16315)	Sinorhizobium meliloti 2011	GO:0006629~lipid metabolic process,		GO:0043810~ornithine-acyl [acyl carrier protein] N-acyltransferase activity,	IPR016181:Acyl-CoA N-acyltransferase,			KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,		KW-0175~Coiled coil,		KW-0012~Acyltransferase,KW-0808~Transferase,									
SinmeB_1079	GNAT family N-acetyltransferase(SM2011_RS21715)	Sinorhizobium meliloti 2011			GO:0008080~N-acetyltransferase activity,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,							KW-0808~Transferase,		DOMAIN:N-acetyltransferase,							
SinmeB_2927	GNAT family N-acetyltransferase(SM2011_RS30485)	Sinorhizobium meliloti 2011			GO:0008080~N-acetyltransferase activity,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,							KW-0808~Transferase,		COMPBIAS:Basic and acidic residues,DOMAIN:N-acetyltransferase,REGION:Disordered,							
SinmeB_2928	GNAT family N-acetyltransferase(SM2011_RS30490)	Sinorhizobium meliloti 2011			GO:0008080~N-acetyltransferase activity,	IPR000182:GNAT domain,IPR016181:Acyl-CoA N-acyltransferase,							KW-0808~Transferase,		DOMAIN:N-acetyltransferase,							
SinmeB_1050	GTP cyclohydrolase I FolE(folE)	Sinorhizobium meliloti 2011	GO:0006730~one-carbon metabolic process,GO:0035998~7,8-dihydroneopterin 3'-triphosphate biosynthetic process,GO:0046654~tetrahydrofolate biosynthetic process,		GO:0003934~GTP cyclohydrolase I activity,GO:0005525~GTP binding,GO:0008270~zinc ion binding,	IPR001474:GTP cyclohydrolase I,IPR018234:GTP cyclohydrolase I, conserved site,IPR020602:GTP cyclohydrolase I/Nitrile oxidoreductase,			KW-0554~One-carbon metabolism,			KW-0342~GTP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0378~Hydrolase,		DOMAIN:GTP_cyclohydroI,METAL:Zinc,							
SinmeB_2952	GTP-binding protein(SM2011_RS30610)	Sinorhizobium meliloti 2011				IPR003495:CobW/HypB/UreG domain,IPR011629:Cobalamin (vitamin B12) biosynthesis CobW-like, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00833:SM00833,							DOMAIN:CobW C-terminal,							
SinmeB_1095	GTPase HflX(hflX)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0003924~GTPase activity,GO:0005525~GTP binding,GO:0046872~metal ion binding,	IPR006073:GTP binding domain,IPR016496:GTPase HflX,IPR025121:GTPase HflX N-terminal domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	PIRSF006809:GTP-binding protein, HflX type,			KW-0963~Cytoplasm,	KW-0175~Coiled coil,	KW-0460~Magnesium,			DOMAIN:Hflx-type G,METAL:Magnesium,NP_BIND:GTP,							
SinmeB_3299	Gfo/Idh/MocA family oxidoreductase(SM2011_RS15315)	Sinorhizobium meliloti 2011			GO:0000166~nucleotide binding,GO:0016491~oxidoreductase activity,	IPR000683:Oxidoreductase, N-terminal,IPR004104:Oxidoreductase, C-terminal,							KW-0560~Oxidoreductase,		DOMAIN:GFO_IDH_MocA,DOMAIN:GFO_IDH_MocA_C,							
SinmeB_3401	Gfo/Idh/MocA family oxidoreductase(SM2011_RS15820)	Sinorhizobium meliloti 2011			GO:0000166~nucleotide binding,GO:0047115~trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity,GO:0047837~D-xylose 1-dehydrogenase (NADP+) activity,	IPR000683:Oxidoreductase, N-terminal,IPR004104:Oxidoreductase, C-terminal,							KW-0560~Oxidoreductase,		DOMAIN:GFO_IDH_MocA,							
SinmeB_2965	Gfo/Idh/MocA family oxidoreductase(SM2011_RS30680)	Sinorhizobium meliloti 2011			GO:0000166~nucleotide binding,GO:0016491~oxidoreductase activity,GO:0050112~inositol 2-dehydrogenase activity,	IPR000683:Oxidoreductase, N-terminal,IPR004104:Oxidoreductase, C-terminal,							KW-0560~Oxidoreductase,		DOMAIN:GFO_IDH_MocA,DOMAIN:GFO_IDH_MocA_C,							
SinmeB_6301	GntR family transcriptional regulator(C770_RS21815)	Sinorhizobium meliloti GR4			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000524:Transcription regulator HTH, GntR,IPR008920:Fatty acid responsive transcription factor FadR, C-terminal,IPR011711:GntR, C-terminal,		SM00345:HTH_GNTR,SM00895:SM00895,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DOMAIN:HTH gntR-type,							
SinmeB_5486	GntR family transcriptional regulator(C770_RS25230)	Sinorhizobium meliloti GR4			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000524:Transcription regulator HTH, GntR,IPR008920:Fatty acid responsive transcription factor FadR, C-terminal,IPR011711:GntR, C-terminal,		SM00345:HTH_GNTR,SM00895:SM00895,	KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0238~DNA-binding,		DOMAIN:HTH gntR-type,							
